date,time,cash_type,card,amount,product,datetime,hour,month,year_month,month_name
5/20/2024,13:57:00,card,ANON-0000-0000-0012,32.82,Americano with Milk,5/20/2024 13:57,13,May,2024-05,May
5/21/2024,3:38:00,card,ANON-0000-0000-0196,37.72,Latte,5/21/2024 3:38,3,May,2024-05,May
5/21/2024,19:50:00,cash,Cash,29,Americano,5/21/2024 19:50,19,May,2024-05,May
5/21/2024,20:40:00,cash,Cash,34,Americano with Milk,5/21/2024 20:40,20,May,2024-05,May
5/21/2024,22:09:00,cash,Cash,39,Cocoa,5/21/2024 22:09,22,May,2024-05,May
5/21/2024,5:08:00,cash,Cash,39,Latte,5/21/2024 5:08,5,May,2024-05,May
5/21/2024,10:20:00,card,ANON-0000-0000-0197,37.72,Latte,5/21/2024 10:20,10,May,2024-05,May
5/21/2024,13:24:00,card,ANON-0000-0000-0012,23.02,Espresso,5/21/2024 13:24,13,May,2024-05,May
5/21/2024,11:09:00,card,ANON-0000-0000-0198,37.72,Cappuccino,5/21/2024 11:09,11,May,2024-05,May
5/21/2024,13:48:00,card,ANON-0000-0000-0199,37.72,Cappuccino,5/21/2024 13:48,13,May,2024-05,May
5/22/2024,10:41:00,card,ANON-0000-0000-0200,37.72,Cappuccino,5/22/2024 10:41,10,May,2024-05,May
5/22/2024,1:47:00,card,ANON-0000-0000-0191,32.82,Americano with Milk,5/22/2024 1:47,1,May,2024-05,May
5/22/2024,18:14:00,card,ANON-0000-0000-0141,27.92,Cortado,5/22/2024 18:14,18,May,2024-05,May
5/22/2024,10:55:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,5/22/2024 10:55,10,May,2024-05,May
5/22/2024,5:50:00,card,ANON-0000-0000-0012,27.92,Americano,5/22/2024 5:50,5,May,2024-05,May
5/22/2024,6:43:00,card,ANON-0000-0000-0012,27.92,Americano,5/22/2024 6:43,6,May,2024-05,May
5/22/2024,0:20:00,card,ANON-0000-0000-0009,32.82,Americano with Milk,5/22/2024 0:20,0,May,2024-05,May
5/22/2024,0:58:00,card,ANON-0000-0000-0134,37.72,Cappuccino,5/22/2024 0:58,0,May,2024-05,May
5/22/2024,1:58:00,card,ANON-0000-0000-0134,37.72,Cappuccino,5/22/2024 1:58,1,May,2024-05,May
5/22/2024,23:53:00,card,ANON-0000-0000-0180,37.72,Hot Chocolate,5/22/2024 23:53,23,May,2024-05,May
5/22/2024,0:49:00,card,ANON-0000-0000-0180,37.72,Cappuccino,5/22/2024 0:49,0,May,2024-05,May
5/23/2024,10:19:00,card,ANON-0000-0000-0201,37.72,Cappuccino,5/23/2024 10:19,10,May,2024-05,May
5/23/2024,22:06:00,card,ANON-0000-0000-0202,23.02,Espresso,5/23/2024 22:06,22,May,2024-05,May
5/23/2024,7:16:00,card,ANON-0000-0000-0180,37.72,Cappuccino,5/23/2024 7:16,7,May,2024-05,May
5/23/2024,8:27:00,card,ANON-0000-0000-0203,37.72,Cappuccino,5/23/2024 8:27,8,May,2024-05,May
5/23/2024,18:14:00,card,ANON-0000-0000-0180,37.72,Cappuccino,5/23/2024 18:14,18,May,2024-05,May
5/23/2024,17:00:00,card,ANON-0000-0000-0077,37.72,Latte,5/23/2024 17:00,17,May,2024-05,May
5/23/2024,14:33:00,card,ANON-0000-0000-0153,37.72,Cappuccino,5/23/2024 14:33,14,May,2024-05,May
5/23/2024,15:44:00,card,ANON-0000-0000-0153,37.72,Latte,5/23/2024 15:44,15,May,2024-05,May
5/23/2024,3:53:00,card,ANON-0000-0000-0204,27.92,Cortado,5/23/2024 3:53,3,May,2024-05,May
5/23/2024,17:28:00,card,ANON-0000-0000-0134,37.72,Cappuccino,5/23/2024 17:28,17,May,2024-05,May
5/23/2024,18:26:00,card,ANON-0000-0000-0205,37.72,Cappuccino,5/23/2024 18:26,18,May,2024-05,May
5/23/2024,18:31:00,card,ANON-0000-0000-0206,37.72,Cappuccino,5/23/2024 18:31,18,May,2024-05,May
5/23/2024,15:01:00,card,ANON-0000-0000-0207,37.72,Cappuccino,5/23/2024 15:01,15,May,2024-05,May
5/23/2024,16:24:00,card,ANON-0000-0000-0207,37.72,Latte,5/23/2024 16:24,16,May,2024-05,May
5/23/2024,0:10:00,card,ANON-0000-0000-0208,32.82,Americano with Milk,5/23/2024 0:10,0,May,2024-05,May
5/23/2024,7:36:00,cash,Cash,39,Hot Chocolate,5/23/2024 7:36,7,May,2024-05,May
5/24/2024,11:59:00,card,ANON-0000-0000-0141,27.92,Cortado,5/24/2024 11:59,11,May,2024-05,May
5/24/2024,15:08:00,card,ANON-0000-0000-0012,27.92,Americano,5/24/2024 15:08,15,May,2024-05,May
5/24/2024,16:13:00,card,ANON-0000-0000-0012,27.92,Americano,5/24/2024 16:13,16,May,2024-05,May
5/24/2024,7:19:00,card,ANON-0000-0000-0081,37.72,Hot Chocolate,5/24/2024 7:19,7,May,2024-05,May
5/24/2024,17:40:00,card,ANON-0000-0000-0209,27.92,Cortado,5/24/2024 17:40,17,May,2024-05,May
5/24/2024,18:36:00,card,ANON-0000-0000-0209,27.92,Cortado,5/24/2024 18:36,18,May,2024-05,May
5/24/2024,6:40:00,card,ANON-0000-0000-0210,32.82,Americano with Milk,5/24/2024 6:40,6,May,2024-05,May
5/25/2024,16:58:00,cash,Cash,29,Americano,5/25/2024 16:58,16,May,2024-05,May
5/25/2024,13:53:00,card,ANON-0000-0000-0211,37.72,Latte,5/25/2024 13:53,13,May,2024-05,May
5/25/2024,16:23:00,cash,Cash,29,Americano,5/25/2024 16:23,16,May,2024-05,May
5/25/2024,18:10:00,card,ANON-0000-0000-0212,32.82,Americano with Milk,5/25/2024 18:10,18,May,2024-05,May
5/25/2024,19:13:00,card,ANON-0000-0000-0212,32.82,Americano with Milk,5/25/2024 19:13,19,May,2024-05,May
5/25/2024,10:12:00,card,ANON-0000-0000-0213,32.82,Americano with Milk,5/25/2024 10:12,10,May,2024-05,May
5/25/2024,23:09:00,card,ANON-0000-0000-0040,32.82,Americano with Milk,5/25/2024 23:09,23,May,2024-05,May
5/25/2024,0:16:00,card,ANON-0000-0000-0040,27.92,Americano,5/25/2024 0:16,0,May,2024-05,May
5/26/2024,20:02:00,card,ANON-0000-0000-0001,37.72,Latte,5/26/2024 20:02,20,May,2024-05,May
5/26/2024,0:49:00,card,ANON-0000-0000-0214,32.82,Americano with Milk,5/26/2024 0:49,0,May,2024-05,May
5/26/2024,2:05:00,card,ANON-0000-0000-0215,27.92,Cortado,5/26/2024 2:05,2,May,2024-05,May
5/26/2024,16:58:00,card,ANON-0000-0000-0216,32.82,Americano with Milk,5/26/2024 16:58,16,May,2024-05,May
5/26/2024,19:15:00,card,ANON-0000-0000-0217,37.72,Cappuccino,5/26/2024 19:15,19,May,2024-05,May
5/26/2024,9:52:00,card,ANON-0000-0000-0218,37.72,Hot Chocolate,5/26/2024 9:52,9,May,2024-05,May
5/26/2024,11:02:00,card,ANON-0000-0000-0218,37.72,Hot Chocolate,5/26/2024 11:02,11,May,2024-05,May
5/26/2024,13:14:00,card,ANON-0000-0000-0218,27.92,Americano,5/26/2024 13:14,13,May,2024-05,May
5/26/2024,15:18:00,card,ANON-0000-0000-0219,37.72,Latte,5/26/2024 15:18,15,May,2024-05,May
5/26/2024,11:15:00,card,ANON-0000-0000-0220,37.72,Hot Chocolate,5/26/2024 11:15,11,May,2024-05,May
5/26/2024,0:05:00,card,ANON-0000-0000-0220,37.72,Cappuccino,5/26/2024 0:05,0,May,2024-05,May
5/26/2024,2:36:00,card,ANON-0000-0000-0221,27.92,Cortado,5/26/2024 2:36,2,May,2024-05,May
5/26/2024,3:51:00,card,ANON-0000-0000-0222,37.72,Cappuccino,5/26/2024 3:51,3,May,2024-05,May
5/26/2024,4:58:00,card,ANON-0000-0000-0221,37.72,Latte,5/26/2024 4:58,4,May,2024-05,May
5/26/2024,6:02:00,card,ANON-0000-0000-0223,37.72,Cappuccino,5/26/2024 6:02,6,May,2024-05,May
5/27/2024,10:55:00,card,ANON-0000-0000-0012,27.92,Americano,5/27/2024 10:55,10,May,2024-05,May
5/27/2024,5:21:00,card,ANON-0000-0000-0224,32.82,Americano with Milk,5/27/2024 5:21,5,May,2024-05,May
5/27/2024,6:43:00,card,ANON-0000-0000-0224,37.72,Cocoa,5/27/2024 6:43,6,May,2024-05,May
5/27/2024,11:34:00,card,ANON-0000-0000-0225,27.92,Americano,5/27/2024 11:34,11,May,2024-05,May
5/27/2024,14:05:00,card,ANON-0000-0000-0225,27.92,Americano,5/27/2024 14:05,14,May,2024-05,May
5/27/2024,2:55:00,card,ANON-0000-0000-0203,37.72,Latte,5/27/2024 2:55,2,May,2024-05,May
5/27/2024,0:51:00,card,ANON-0000-0000-0226,27.92,Americano,5/27/2024 0:51,0,May,2024-05,May
5/27/2024,16:27:00,card,ANON-0000-0000-0227,37.72,Latte,5/27/2024 16:27,16,May,2024-05,May
5/27/2024,17:38:00,card,ANON-0000-0000-0228,37.72,Latte,5/27/2024 17:38,17,May,2024-05,May
5/27/2024,5:07:00,card,ANON-0000-0000-0192,32.82,Americano with Milk,5/27/2024 5:07,5,May,2024-05,May
5/27/2024,6:19:00,card,ANON-0000-0000-0206,37.72,Cappuccino,5/27/2024 6:19,6,May,2024-05,May
5/28/2024,13:09:00,card,ANON-0000-0000-0012,32.82,Americano with Milk,5/28/2024 13:09,13,May,2024-05,May
5/28/2024,20:10:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,5/28/2024 20:10,20,May,2024-05,May
5/28/2024,0:18:00,card,ANON-0000-0000-0229,37.72,Cappuccino,5/28/2024 0:18,0,May,2024-05,May
5/28/2024,14:40:00,card,ANON-0000-0000-0230,37.72,Cappuccino,5/28/2024 14:40,14,May,2024-05,May
5/28/2024,10:53:00,card,ANON-0000-0000-0194,37.72,Cocoa,5/28/2024 10:53,10,May,2024-05,May
5/28/2024,1:39:00,card,ANON-0000-0000-0141,27.92,Cortado,5/28/2024 1:39,1,May,2024-05,May
5/28/2024,21:44:00,cash,Cash,39,Cappuccino,5/28/2024 21:44,21,May,2024-05,May
5/28/2024,9:29:00,card,ANON-0000-0000-0231,27.92,Americano,5/28/2024 9:29,9,May,2024-05,May
5/28/2024,10:31:00,card,ANON-0000-0000-0231,37.72,Latte,5/28/2024 10:31,10,May,2024-05,May
5/28/2024,0:32:00,card,ANON-0000-0000-0009,32.82,Americano with Milk,5/28/2024 0:32,0,May,2024-05,May
5/28/2024,2:19:00,card,ANON-0000-0000-0012,27.92,Americano,5/28/2024 2:19,2,May,2024-05,May
5/29/2024,14:43:00,card,ANON-0000-0000-0232,37.72,Latte,5/29/2024 14:43,14,May,2024-05,May
5/29/2024,0:46:00,cash,Cash,39,Latte,5/29/2024 0:46,0,May,2024-05,May
5/29/2024,14:02:00,card,ANON-0000-0000-0233,37.72,Hot Chocolate,5/29/2024 14:02,14,May,2024-05,May
5/29/2024,10:48:00,card,ANON-0000-0000-0234,27.92,Americano,5/29/2024 10:48,10,May,2024-05,May
5/29/2024,22:56:00,card,ANON-0000-0000-0235,37.72,Latte,5/29/2024 22:56,22,May,2024-05,May
5/29/2024,21:12:00,card,ANON-0000-0000-0236,37.72,Cappuccino,5/29/2024 21:12,21,May,2024-05,May
5/29/2024,21:03:00,card,ANON-0000-0000-0237,37.72,Latte,5/29/2024 21:03,21,May,2024-05,May
5/29/2024,0:03:00,card,ANON-0000-0000-0238,27.92,Cortado,5/29/2024 0:03,0,May,2024-05,May
5/29/2024,0:59:00,card,ANON-0000-0000-0238,37.72,Latte,5/29/2024 0:59,0,May,2024-05,May
5/29/2024,6:42:00,card,ANON-0000-0000-0239,37.72,Hot Chocolate,5/29/2024 6:42,6,May,2024-05,May
5/29/2024,8:35:00,card,ANON-0000-0000-0240,37.72,Cocoa,5/29/2024 8:35,8,May,2024-05,May
5/30/2024,5:06:00,card,ANON-0000-0000-0241,37.72,Cappuccino,5/30/2024 5:06,5,May,2024-05,May
5/30/2024,6:21:00,card,ANON-0000-0000-0241,37.72,Latte,5/30/2024 6:21,6,May,2024-05,May
5/30/2024,13:05:00,card,ANON-0000-0000-0242,32.82,Americano with Milk,5/30/2024 13:05,13,May,2024-05,May
5/30/2024,23:59:00,card,ANON-0000-0000-0001,37.72,Latte,5/30/2024 23:59,23,May,2024-05,May
5/30/2024,8:15:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,5/30/2024 8:15,8,May,2024-05,May
5/30/2024,16:15:00,card,ANON-0000-0000-0243,23.02,Espresso,5/30/2024 16:15,16,May,2024-05,May
5/30/2024,17:38:00,card,ANON-0000-0000-0012,23.02,Espresso,5/30/2024 17:38,17,May,2024-05,May
5/30/2024,5:11:00,card,ANON-0000-0000-0206,37.72,Cappuccino,5/30/2024 5:11,5,May,2024-05,May
5/30/2024,7:05:00,card,ANON-0000-0000-0244,37.72,Latte,5/30/2024 7:05,7,May,2024-05,May
5/30/2024,22:13:00,card,ANON-0000-0000-0009,37.72,Hot Chocolate,5/30/2024 22:13,22,May,2024-05,May
5/30/2024,23:21:00,card,ANON-0000-0000-0009,32.82,Americano with Milk,5/30/2024 23:21,23,May,2024-05,May
5/31/2024,5:57:00,card,ANON-0000-0000-0245,32.82,Americano with Milk,5/31/2024 5:57,5,May,2024-05,May
5/31/2024,21:07:00,card,ANON-0000-0000-0246,37.72,Latte,5/31/2024 21:07,21,May,2024-05,May
5/31/2024,23:58:00,cash,Cash,39,Latte,5/31/2024 23:58,23,May,2024-05,May
5/31/2024,14:07:00,card,ANON-0000-0000-0247,37.72,Hot Chocolate,5/31/2024 14:07,14,May,2024-05,May
5/31/2024,15:06:00,card,ANON-0000-0000-0248,37.72,Cocoa,5/31/2024 15:06,15,May,2024-05,May
5/31/2024,2:13:00,card,ANON-0000-0000-0249,32.82,Americano with Milk,5/31/2024 2:13,2,May,2024-05,May
5/31/2024,23:44:00,card,ANON-0000-0000-0250,37.72,Latte,5/31/2024 23:44,23,May,2024-05,May
5/31/2024,1:03:00,card,ANON-0000-0000-0250,37.72,Latte,5/31/2024 1:03,1,May,2024-05,May
5/31/2024,6:39:00,card,ANON-0000-0000-0180,37.72,Cappuccino,5/31/2024 6:39,6,May,2024-05,May
5/31/2024,9:06:00,card,ANON-0000-0000-0134,32.82,Americano with Milk,5/31/2024 9:06,9,May,2024-05,May
5/31/2024,10:32:00,card,ANON-0000-0000-0134,37.72,Latte,5/31/2024 10:32,10,May,2024-05,May
5/31/2024,5:47:00,card,ANON-0000-0000-0206,37.72,Cappuccino,5/31/2024 5:47,5,May,2024-05,May
5/31/2024,6:52:00,card,ANON-0000-0000-0206,32.82,Americano with Milk,5/31/2024 6:52,6,May,2024-05,May
5/31/2024,7:55:00,card,ANON-0000-0000-0206,27.92,Cortado,5/31/2024 7:55,7,May,2024-05,May
6/1/2024,3:01:00,card,ANON-0000-0000-0141,27.92,Cortado,6/1/2024 3:01,3,Jun,2024-06,Jun
6/1/2024,0:24:00,card,ANON-0000-0000-0232,37.72,Latte,6/1/2024 0:24,0,Jun,2024-06,Jun
6/1/2024,14:09:00,card,ANON-0000-0000-0250,37.72,Latte,6/1/2024 14:09,14,Jun,2024-06,Jun
6/1/2024,4:53:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,6/1/2024 4:53,4,Jun,2024-06,Jun
6/1/2024,20:12:00,card,ANON-0000-0000-0251,32.82,Americano with Milk,6/1/2024 20:12,20,Jun,2024-06,Jun
6/1/2024,21:15:00,card,ANON-0000-0000-0251,32.82,Americano with Milk,6/1/2024 21:15,21,Jun,2024-06,Jun
6/1/2024,2:10:00,card,ANON-0000-0000-0154,37.72,Cappuccino,6/1/2024 2:10,2,Jun,2024-06,Jun
6/1/2024,3:13:00,card,ANON-0000-0000-0154,37.72,Cappuccino,6/1/2024 3:13,3,Jun,2024-06,Jun
6/1/2024,6:59:00,cash,Cash,39,Cocoa,6/1/2024 6:59,6,Jun,2024-06,Jun
6/1/2024,11:09:00,card,ANON-0000-0000-0252,37.72,Cocoa,6/1/2024 11:09,11,Jun,2024-06,Jun
6/1/2024,3:05:00,card,ANON-0000-0000-0009,32.82,Americano with Milk,6/1/2024 3:05,3,Jun,2024-06,Jun
6/2/2024,3:25:00,card,ANON-0000-0000-0009,37.72,Latte,6/2/2024 3:25,3,Jun,2024-06,Jun
6/2/2024,0:02:00,card,ANON-0000-0000-0040,32.82,Americano with Milk,6/2/2024 0:02,0,Jun,2024-06,Jun
6/2/2024,1:07:00,card,ANON-0000-0000-0040,37.72,Cappuccino,6/2/2024 1:07,1,Jun,2024-06,Jun
6/2/2024,7:20:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,6/2/2024 7:20,7,Jun,2024-06,Jun
6/2/2024,6:12:00,card,ANON-0000-0000-0253,37.72,Latte,6/2/2024 6:12,6,Jun,2024-06,Jun
6/2/2024,19:10:00,cash,Cash,34,Americano with Milk,6/2/2024 19:10,19,Jun,2024-06,Jun
6/3/2024,12:04:00,card,ANON-0000-0000-0001,37.72,Latte,6/3/2024 12:04,12,Jun,2024-06,Jun
6/3/2024,3:49:00,card,ANON-0000-0000-0191,37.72,Latte,6/3/2024 3:49,3,Jun,2024-06,Jun
6/3/2024,7:42:00,card,ANON-0000-0000-0025,37.72,Cappuccino,6/3/2024 7:42,7,Jun,2024-06,Jun
6/3/2024,9:01:00,card,ANON-0000-0000-0024,32.82,Americano with Milk,6/3/2024 9:01,9,Jun,2024-06,Jun
6/3/2024,10:06:00,card,ANON-0000-0000-0009,37.72,Latte,6/3/2024 10:06,10,Jun,2024-06,Jun
6/3/2024,18:51:00,cash,Cash,34,Americano with Milk,6/3/2024 18:51,18,Jun,2024-06,Jun
6/3/2024,19:37:00,cash,Cash,34,Americano with Milk,6/3/2024 19:37,19,Jun,2024-06,Jun
6/4/2024,23:42:00,card,ANON-0000-0000-0141,27.92,Cortado,6/4/2024 23:42,23,Jun,2024-06,Jun
6/4/2024,3:14:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,6/4/2024 3:14,3,Jun,2024-06,Jun
6/4/2024,2:10:00,card,ANON-0000-0000-0254,37.72,Latte,6/4/2024 2:10,2,Jun,2024-06,Jun
6/4/2024,5:29:00,card,ANON-0000-0000-0254,37.72,Hot Chocolate,6/4/2024 5:29,5,Jun,2024-06,Jun
6/4/2024,6:32:00,card,ANON-0000-0000-0255,37.72,Latte,6/4/2024 6:32,6,Jun,2024-06,Jun
6/4/2024,22:36:00,card,ANON-0000-0000-0192,27.92,Cortado,6/4/2024 22:36,22,Jun,2024-06,Jun
6/4/2024,23:28:00,card,ANON-0000-0000-0192,37.72,Cappuccino,6/4/2024 23:28,23,Jun,2024-06,Jun
6/4/2024,13:01:00,card,ANON-0000-0000-0256,37.72,Hot Chocolate,6/4/2024 13:01,13,Jun,2024-06,Jun
6/4/2024,2:33:00,card,ANON-0000-0000-0257,37.72,Cappuccino,6/4/2024 2:33,2,Jun,2024-06,Jun
6/4/2024,7:58:00,card,ANON-0000-0000-0258,27.92,Cortado,6/4/2024 7:58,7,Jun,2024-06,Jun
6/4/2024,9:02:00,card,ANON-0000-0000-0259,32.82,Americano with Milk,6/4/2024 9:02,9,Jun,2024-06,Jun
6/4/2024,10:55:00,card,ANON-0000-0000-0260,32.82,Americano with Milk,6/4/2024 10:55,10,Jun,2024-06,Jun
6/4/2024,12:06:00,card,ANON-0000-0000-0260,32.82,Americano with Milk,6/4/2024 12:06,12,Jun,2024-06,Jun
6/4/2024,13:15:00,card,ANON-0000-0000-0260,32.82,Americano with Milk,6/4/2024 13:15,13,Jun,2024-06,Jun
6/5/2024,21:49:00,card,ANON-0000-0000-0261,37.72,Cappuccino,6/5/2024 21:49,21,Jun,2024-06,Jun
6/5/2024,23:06:00,card,ANON-0000-0000-0261,37.72,Cappuccino,6/5/2024 23:06,23,Jun,2024-06,Jun
6/5/2024,22:43:00,card,ANON-0000-0000-0262,27.92,Americano,6/5/2024 22:43,22,Jun,2024-06,Jun
6/5/2024,4:50:00,card,ANON-0000-0000-0001,37.72,Latte,6/5/2024 4:50,4,Jun,2024-06,Jun
6/5/2024,16:53:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,6/5/2024 16:53,16,Jun,2024-06,Jun
6/5/2024,19:57:00,card,ANON-0000-0000-0263,32.82,Americano with Milk,6/5/2024 19:57,19,Jun,2024-06,Jun
6/5/2024,11:53:00,card,ANON-0000-0000-0264,37.72,Latte,6/5/2024 11:53,11,Jun,2024-06,Jun
6/5/2024,10:47:00,card,ANON-0000-0000-0220,37.72,Cocoa,6/5/2024 10:47,10,Jun,2024-06,Jun
6/5/2024,12:01:00,card,ANON-0000-0000-0220,27.92,Cortado,6/5/2024 12:01,12,Jun,2024-06,Jun
6/6/2024,4:56:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,6/6/2024 4:56,4,Jun,2024-06,Jun
6/6/2024,6:08:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,6/6/2024 6:08,6,Jun,2024-06,Jun
6/6/2024,12:09:00,card,ANON-0000-0000-0001,37.72,Latte,6/6/2024 12:09,12,Jun,2024-06,Jun
6/6/2024,17:41:00,card,ANON-0000-0000-0265,27.92,Americano,6/6/2024 17:41,17,Jun,2024-06,Jun
6/6/2024,11:14:00,card,ANON-0000-0000-0224,32.82,Americano with Milk,6/6/2024 11:14,11,Jun,2024-06,Jun
6/6/2024,0:06:00,card,ANON-0000-0000-0266,37.72,Cappuccino,6/6/2024 0:06,0,Jun,2024-06,Jun
6/6/2024,14:05:00,card,ANON-0000-0000-0267,37.72,Latte,6/6/2024 14:05,14,Jun,2024-06,Jun
6/6/2024,15:42:00,card,ANON-0000-0000-0267,37.72,Latte,6/6/2024 15:42,15,Jun,2024-06,Jun
6/6/2024,18:26:00,card,ANON-0000-0000-0206,37.72,Cappuccino,6/6/2024 18:26,18,Jun,2024-06,Jun
6/6/2024,19:30:00,card,ANON-0000-0000-0206,32.82,Americano with Milk,6/6/2024 19:30,19,Jun,2024-06,Jun
6/6/2024,21:04:00,card,ANON-0000-0000-0267,37.72,Latte,6/6/2024 21:04,21,Jun,2024-06,Jun
6/7/2024,18:04:00,card,ANON-0000-0000-0268,37.72,Cappuccino,6/7/2024 18:04,18,Jun,2024-06,Jun
6/7/2024,11:28:00,card,ANON-0000-0000-0269,23.02,Espresso,6/7/2024 11:28,11,Jun,2024-06,Jun
6/7/2024,10:18:00,card,ANON-0000-0000-0164,32.82,Americano with Milk,6/7/2024 10:18,10,Jun,2024-06,Jun
6/7/2024,21:42:00,card,ANON-0000-0000-0270,27.92,Cortado,6/7/2024 21:42,21,Jun,2024-06,Jun
6/7/2024,23:15:00,card,ANON-0000-0000-0270,27.92,Cortado,6/7/2024 23:15,23,Jun,2024-06,Jun
6/8/2024,4:20:00,card,ANON-0000-0000-0271,27.92,Cortado,6/8/2024 4:20,4,Jun,2024-06,Jun
6/8/2024,2:11:00,card,ANON-0000-0000-0097,32.82,Americano with Milk,6/8/2024 2:11,2,Jun,2024-06,Jun
6/8/2024,0:54:00,card,ANON-0000-0000-0134,37.72,Cappuccino,6/8/2024 0:54,0,Jun,2024-06,Jun
6/8/2024,1:56:00,card,ANON-0000-0000-0134,37.72,Cappuccino,6/8/2024 1:56,1,Jun,2024-06,Jun
6/9/2024,15:52:00,card,ANON-0000-0000-0097,37.72,Latte,6/9/2024 15:52,15,Jun,2024-06,Jun
6/9/2024,6:04:00,card,ANON-0000-0000-0272,37.72,Latte,6/9/2024 6:04,6,Jun,2024-06,Jun
6/9/2024,4:05:00,card,ANON-0000-0000-0273,37.72,Cappuccino,6/9/2024 4:05,4,Jun,2024-06,Jun
6/9/2024,4:41:00,card,ANON-0000-0000-0141,27.92,Cortado,6/9/2024 4:41,4,Jun,2024-06,Jun
6/9/2024,7:08:00,card,ANON-0000-0000-0274,23.02,Espresso,6/9/2024 7:08,7,Jun,2024-06,Jun
6/9/2024,4:49:00,card,ANON-0000-0000-0275,37.72,Cappuccino,6/9/2024 4:49,4,Jun,2024-06,Jun
6/9/2024,11:23:00,card,ANON-0000-0000-0276,32.82,Americano with Milk,6/9/2024 11:23,11,Jun,2024-06,Jun
6/9/2024,13:08:00,card,ANON-0000-0000-0276,37.72,Latte,6/9/2024 13:08,13,Jun,2024-06,Jun
6/9/2024,14:10:00,card,ANON-0000-0000-0276,37.72,Latte,6/9/2024 14:10,14,Jun,2024-06,Jun
6/9/2024,10:30:00,card,ANON-0000-0000-0277,27.92,Cortado,6/9/2024 10:30,10,Jun,2024-06,Jun
6/9/2024,17:28:00,card,ANON-0000-0000-0278,37.72,Cappuccino,6/9/2024 17:28,17,Jun,2024-06,Jun
6/9/2024,21:19:00,card,ANON-0000-0000-0279,32.82,Americano with Milk,6/9/2024 21:19,21,Jun,2024-06,Jun
6/9/2024,5:08:00,card,ANON-0000-0000-0280,27.92,Americano,6/9/2024 5:08,5,Jun,2024-06,Jun
6/10/2024,23:49:00,card,ANON-0000-0000-0281,37.72,Cappuccino,6/10/2024 23:49,23,Jun,2024-06,Jun
6/10/2024,8:48:00,card,ANON-0000-0000-0097,37.72,Latte,6/10/2024 8:48,8,Jun,2024-06,Jun
6/10/2024,4:28:00,card,ANON-0000-0000-0282,37.72,Hot Chocolate,6/10/2024 4:28,4,Jun,2024-06,Jun
6/10/2024,5:22:00,card,ANON-0000-0000-0282,37.72,Hot Chocolate,6/10/2024 5:22,5,Jun,2024-06,Jun
6/10/2024,13:23:00,card,ANON-0000-0000-0283,37.72,Latte,6/10/2024 13:23,13,Jun,2024-06,Jun
6/10/2024,14:19:00,card,ANON-0000-0000-0283,37.72,Latte,6/10/2024 14:19,14,Jun,2024-06,Jun
6/11/2024,14:04:00,card,ANON-0000-0000-0284,32.82,Americano with Milk,6/11/2024 14:04,14,Jun,2024-06,Jun
6/11/2024,0:25:00,card,ANON-0000-0000-0285,37.72,Latte,6/11/2024 0:25,0,Jun,2024-06,Jun
6/11/2024,1:36:00,card,ANON-0000-0000-0285,37.72,Latte,6/11/2024 1:36,1,Jun,2024-06,Jun
6/11/2024,17:03:00,card,ANON-0000-0000-0286,37.72,Hot Chocolate,6/11/2024 17:03,17,Jun,2024-06,Jun
6/11/2024,3:41:00,card,ANON-0000-0000-0287,32.82,Americano with Milk,6/11/2024 3:41,3,Jun,2024-06,Jun
6/11/2024,4:50:00,card,ANON-0000-0000-0287,32.82,Americano with Milk,6/11/2024 4:50,4,Jun,2024-06,Jun
6/12/2024,18:18:00,card,ANON-0000-0000-0288,37.72,Hot Chocolate,6/12/2024 18:18,18,Jun,2024-06,Jun
6/12/2024,3:43:00,card,ANON-0000-0000-0289,37.72,Cappuccino,6/12/2024 3:43,3,Jun,2024-06,Jun
6/12/2024,17:17:00,card,ANON-0000-0000-0283,37.72,Latte,6/12/2024 17:17,17,Jun,2024-06,Jun
6/12/2024,23:27:00,card,ANON-0000-0000-0290,37.72,Latte,6/12/2024 23:27,23,Jun,2024-06,Jun
6/12/2024,16:33:00,card,ANON-0000-0000-0256,37.72,Hot Chocolate,6/12/2024 16:33,16,Jun,2024-06,Jun
6/12/2024,1:34:00,card,ANON-0000-0000-0291,32.82,Americano with Milk,6/12/2024 1:34,1,Jun,2024-06,Jun
6/13/2024,6:24:00,card,ANON-0000-0000-0292,27.92,Americano,6/13/2024 6:24,6,Jun,2024-06,Jun
6/13/2024,9:25:00,card,ANON-0000-0000-0097,37.72,Latte,6/13/2024 9:25,9,Jun,2024-06,Jun
6/13/2024,2:25:00,card,ANON-0000-0000-0293,32.82,Americano with Milk,6/13/2024 2:25,2,Jun,2024-06,Jun
6/13/2024,9:11:00,card,ANON-0000-0000-0141,27.92,Cortado,6/13/2024 9:11,9,Jun,2024-06,Jun
